Part_Brand_id,Part Brand Name,Part_Brand_name_Tags,desc,Part_Brand_Type,Oem_id
180,anchor,anchor,"An anchor is a device, normally made of metal, used to connect a vessel to the bed of a body of water to prevent the craft from drifting due to wind or current. The word derives from Latin ancora, which itself comes from the Greek ἄγκυρα (ankura).Anchors can either be temporary or permanent. Permanent anchors are used in the creation of a mooring, and are rarely moved; a specialist service is normally needed to move or maintain them. Vessels carry one or more temporary anchors, which may be of different designs and weights.
A sea anchor is a drogue, not in contact with the seabed. It is used to control a drifting vessel, or to limit the speed of a sailing yacht running ""under bare poles"" in a storm.",2,1
194,autolite,autolite,"Autolite or Auto-Lite is an American brand of spark plugs and ignition wire sets.  Autolite products are sold in the United States, Canada, Mexico, and Australia.  Until 2011, the Autolite brand was a part of Honeywell's automotive Consumer Products Group, along with FRAM and Prestone.  Since then, it has been manufactured and marketed by FRAM Group, which is a constituent company of the Auckland, New Zealand-based investment firm Rank Group.  Autolite has been the official spark plug of NASCAR since April 2000.",2,1
198,banco,banco,"Banco may refer to:

Banc (Barcelona Metro), also called Banco, a closed metro stop on the Barcelona metro
Banco (Banco del Mutuo Soccorso album), 1975
Banco (Sir Michael Rocks album)
Banco (novel), by Henri Charrière
Banco (typeface), a decorative typeface
Banco (building material); fermented mud; made by fermenting mud with rice husks
Banco, a historical reference to the Bank of Sweden and Swedish coinage
Banco architecture, a West African type of mudbrick, and the architecture made with it
Banco, Virginia
Banco, West Virginia
Banco National Park,  a national park in Côte d'Ivoire
Banco, another name for the parlor game Bunco
Banco, part of the nomenclature of the game known commonly as Baccarat
Banko, Guinea
Banko, Mali",2,1
208,bimetal,bimetal,"Bimetal refers to an object that is composed of two separate metals joined together. Instead of being a mixture of two or more metals, like alloys, bimetallic objects consist of layers of different metals. Trimetal and tetrametal refer to objects composed of three and four separate metals respectively. A bimetal bar is usually made of brass and iron.

Bimetallic strips and disks, which convert a temperature change into mechanical displacement, are the most recognized bimetallic objects due to their name. However, there are other common bimetallic objects. For example, tin cans consist of steel covered with tin. The tin prevents the can from rusting. To cut costs and prevent people from melting them down for their metal, coins are often composed of a cheap metal covered with a more expensive metal. For example, the United States penny was changed from 95% copper to 95% zinc, with a thin copper plating to retain its appearance. A common type of trimetallic object (before the all-aluminium can) was a tin-plated steel can with an aluminum lid with a pull tab. Making the lid out of aluminum allowed it to be pulled off by hand instead of using a can opener, but these cans proved difficult to recycle owing to their mix of metals.
Blades for bandsaws and reciprocating saws are often made with bimetal construction. The teeth, made of high speed steel, are bonded (by various methods, for example, electron beam welding or laser beam welding) to the high-strength carbon steel base. Such construction makes for blades with a better combination of cutting speed and durability than shown by non-bimetal blades, because the advantages and disadvantages of each of the metals are applied in the best locations: the teeth are harder (and thus cut better), but therefore also brittler; meanwhile, the body area of the band is softer (which would make for poorer teeth), but also less brittle, and thus more resistant to cracking and breaking (which is desirable in the body area).",2,1
212,bmw,bmw,"BMW AG (German: [ˈbeːˈʔɛmˈveː]; originally an initialism for Bayerische Motoren Werke in German, or Bavarian Motor Works in English) is a German multinational company which currently produces automobiles and motorcycles, and also produced aircraft engines until 1945.
The company was founded in 1916 and is headquartered in Munich, Bavaria. BMW produces motor vehicles in Germany, Brazil, China, India, South Africa, the United Kingdom, and the United States. In 2015, BMW was the world's twelfth largest producer of motor vehicles, with 2,279,503 vehicles produced. The Quandt family are long-term shareholders of the company, with the remaining shares owned by public float.
Automobiles are marketed under the brands BMW (with sub-brands BMW M for performance models and BMW i for plug-in electric cars), Mini and Rolls-Royce. Motorcycles are marketed under the brand BMW Motorrad.
The company has significant motorsport history, especially in touring cars, Formula 1, sports cars and the Isle of Man TT.",2,1
223,bugatti,bugatti,"Automobiles Ettore Bugatti was a French car manufacturer of high-performance automobiles, founded in 1909 in the then-German city of Molsheim, Alsace by the Italian-born industrial designer Ettore Bugatti. The cars were known for their design beauty and for their many race victories. Famous Bugattis include the Type 35 Grand Prix cars, the Type 41 ""Royale"", the Type 57 ""Atlantic"" and the Type 55 sports car.
The death of Ettore Bugatti in 1947 proved to be the end for the marque, and the death of his son Jean Bugatti in 1939 ensured there was not a successor to lead the factory. No more than about 8,000 cars were made. The company struggled financially, and released one last model in the 1950s, before eventually being purchased for its airplane parts business in 1963. In the 1990s, an Italian entrepreneur revived it as a builder of limited production exclusive sports cars. Today, the name is owned by the Volkswagen Group.",2,1
230,castrol,castrol,"Castrol is a British global brand of industrial and automotive lubricants offering a wide range of oils, greases and similar products for most lubrication applications.
The Wakefield Oil Company was founded by Charles Cheers Wakefield in 1899. The brand ""Castrol"" originated after researchers added castor oil to their lubricant formulations.In 1966, Castrol was acquired by Scottish company Burmah Oil, which was renamed Burmah-Castrol. Burmah-Castrol was purchased by London-based multinational BP in 2000.",2,1
253,daewoo,daewoo,"Daewoo (Hangul:대우, Hanja:大宇, literally ""Great Woo"", after the first name of founder and chairman Kim Woo-jung) or the Daewoo Group was a major South Korean chaebol (type of conglomerate) and car manufacturer.
It was founded on 22 March 1967 as Daewoo Industrial and was declared bankrupt on 1 November 1999, with debts of about US$50 billion ($75 billion today). Prior to the Asian financial crisis, Daewoo was the second largest conglomerate in Korea after the Hyundai Group. There were about 20 divisions under the Daewoo Group, some of which survive today as independent companies.",2,1
256,daihatsu,daihatsu,"Daihatsu Motor Co., Ltd. (ダイハツ工業株式会社, Daihatsu Kōgyō Kabushiki-gaisha), trading as Daihatsu, is one of the oldest surviving Japanese internal combustion engine manufacturers, later known for its range of smaller kei models and off-road vehicles. The headquarters are located in Ikeda, Osaka Prefecture. The company is a wholly owned subsidiary of the Toyota Motor Corporation since August 2016.",2,1
258,datsun,datsun,"Datsun (UK: , US: ) is an automobile brand owned by Nissan. Datsun's original production run began in 1931. From 1958 to 1986, only vehicles exported by Nissan were identified as Datsun. By 1986 Nissan had phased out the Datsun name, but re-launched it in June 2013 as the brand for low-cost vehicles manufactured for emerging markets.
In 1931, Dat Motorcar Co. chose to name its new small car ""Datson"", a name which indicated the new car's smaller size when compared to the DAT's larger vehicle already in production. When Nissan took control of DAT in 1934, the name ""Datson"" was changed to ""Datsun"", because ""son"" also means ""loss"" (損 son) in Japanese and also to honour the sun depicted in the national flag – thus the name Datsun: Dattosan (ダットサン, Dattosan). Nissan phased out the Datsun brand in March 1986. The Datsun name is internationally well known for the 510, Fairlady roadsters, the Fairlady (S30 240Z, 260Z, 280Z) S130 280ZX coupes, and recently, the Go hatchback.",2,1
262,dew,dew,"Dew is water in the form of droplets that appears on thin, exposed objects in the morning or evening due to condensation. As the exposed surface cools by radiating its heat, atmospheric moisture condenses at a rate greater than that at which it can evaporate, resulting in the formation of water droplets.When temperatures are low enough, dew takes the form of ice; this form is called frost.
Because dew is related to the temperature of surfaces, in late summer it forms most easily on surfaces that are not warmed by conducted heat from deep ground, such as grass, leaves, railings, car roofs, and bridges.
Dew should not be confused with guttation, which is the process by which plants release excess water from the tips of their leaves.

",2,1
265,diamond,diamond,"Diamond is a solid form of the element carbon with its atoms arranged in a crystal structure called diamond cubic. At room temperature and pressure, another solid form of carbon known as graphite is the chemically stable form, but diamond almost never converts to it. Diamond has the highest hardness and thermal conductivity of any natural material,  properties that are utilized in major industrial applications such as cutting and polishing tools. They are also the reason that diamond anvil cells can subject materials to pressures found deep in the Earth.
Because the arrangement of atoms in diamond is extremely rigid, few types of impurity can contaminate it (two exceptions being boron and nitrogen). Small numbers of defects or impurities (about one per million of lattice atoms) color diamond blue (boron), yellow (nitrogen), brown (defects), green (radiation exposure), purple, pink, orange or red. Diamond also has relatively high optical dispersion (ability to disperse light of different colors).
Most natural diamonds have ages between 1 billion and 3.5 billion years. Most were formed at depths between 150 and 250 kilometers (93 and 155 mi) in the Earth's mantle, although a few have come from as deep as 800 kilometers (500 mi). Under high pressure and temperature, carbon-containing fluids dissolved minerals and replaced them with diamonds. Much more recently (tens to hundreds of million years ago), they were carried to the surface in volcanic eruptions and deposited in igneous rocks known as kimberlites and lamproites.
Synthetic diamonds can be grown from high-purity carbon under high pressures and temperatures or from hydrocarbon gas by chemical vapor deposition (CVD). Imitation diamonds can also be made out of materials such as cubic zirconia and silicon carbide. Natural, synthetic and imitation diamonds are most commonly distinguished using optical techniques or thermal conductivity measurements.",2,1
274,dph,dph,"DPH may refer to:

Designated hitter in baseball (""designated pinch hitter"")
Digital planar holography
Dispensational Publishing House, Inc., a publisher of Christian books in Taos, New Mexico
Dunedin Public Hospital, New Zealand
Diamond Pyramid Hardness; see Vickers hardness test
Daytime parahypnagogia
Diphenhydramine, a first generation antihistamine mainly used to treat allergies
Diphenylhydantoin, commonly used antiepileptic; see Phenytoin
Diphenylhexatriene, a fluorescent hydrocarbon used in the study of cell membranes.
Department of Public Health
Los Angeles County Department of Public Health
Diploma of Public Health
Doctor of Public Health
Department of Public Highways
DPH (band), a Slovakian punk rock act
Daň z přidané hodnoty, the Value Added Tax in the Czech Republic
Daň z pridanej hodnoty, the Value Added Tax in Slovakia
Direct participation in hostilities, standard in International Humanitarian Law
Doctor of Plant Health at University of Nebraska-Lincoln
Discrete phase-type distribution in Markov chain theory",2,1
287,energizer,energizer,"Energizer Holdings, Inc. is an American manufacturer and one of the world's largest manufacturers of batteries, headquartered in St. Louis, Missouri. It produces batteries under the Energizer, Rayovac, Varta, and Eveready brand names, and formerly owned a number of personal care businesses until it separated that side of the business into a new company called Edgewell Personal Care in 2015.
In January 2018, Energizer announced it was purchasing the global battery and lighting division from Spectrum Brands, which includes the Rayovac and Varta brands, for $2 billion in cash. This acquisition was finalized in January 2019 after a lengthy regulatory approval process. In November 2018, Energizer also purchased the global auto care division from Spectrum (brands which include Armor All, STP, and A/C Pro) for $1.25 billion in cash and stock.",2,1
305,ferrari,ferrari,"Ferrari (; Italian: [ferˈraːri]) is an Italian luxury sports car manufacturer based in Maranello. Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as Auto Avio Costruzioni, the company built its first car in 1940. However, the company's inception as an auto manufacturer is usually recognized in 1947, when the first Ferrari-badged car was completed.
In 2014, Ferrari was rated the world's most powerful brand by Brand Finance. In June 2018, the 1964 250 GTO became the most expensive car in history, setting an all-time record selling price of $70 million.Fiat S.p.A. acquired 50% of Ferrari in 1969 and expanded its stake to 90% in 1988. In October 2014 Fiat Chrysler Automobiles N.V. (FCA) announced its intentions to separate Ferrari S.p.A.  from FCA; as of the announcement FCA owned 90% of Ferrari.
The separation began in October 2015 with a restructuring that established Ferrari N.V. (a company incorporated in the Netherlands) as the new holding company of the Ferrari group and the subsequent sale by FCA of 10% of the shares in an IPO and concurrent listing of common shares on the New York Stock Exchange. Through the remaining steps of the separation, FCA's interest in Ferrari's business was distributed to shareholders of FCA, with 10% continuing to be owned by Piero Ferrari. The spin-off was completed on 3 January 2016.Throughout its history, the company has been noted for its continued participation in racing, especially in Formula One, where it is the oldest and most successful racing team, holding the most constructors championships (16) and having produced the highest number of drivers' championship wins (15). Ferrari road cars are generally seen as a symbol of speed, luxury and wealth.",2,1
318,ford,ford,"Ford Motor Company is an American multinational automaker that has its main headquarter in Dearborn, Michigan, a suburb of Detroit. It was founded by Henry Ford and incorporated on June 16, 1903. The company sells automobiles and commercial vehicles under the Ford brand and most luxury cars under the Lincoln brand. Ford also owns Brazilian SUV manufacturer Troller, an 8% stake in Aston Martin of the United Kingdom and a 32% stake in Jiangling Motors. It also has joint-ventures in China (Changan Ford), Taiwan (Ford Lio Ho), Thailand (AutoAlliance Thailand), Turkey (Ford Otosan), and Russia (Ford Sollers). The company is listed on the New York Stock Exchange and is controlled by the Ford family; they have minority ownership but the majority of the voting power.Ford introduced methods for large-scale manufacturing of cars and large-scale management of an industrial workforce using elaborately engineered manufacturing sequences typified by moving assembly lines; by 1914, these methods were known around the world as Fordism. Ford's former UK subsidiaries Jaguar and Land Rover, acquired in 1989 and 2000 respectively, were sold to Tata Motors in March 2008. Ford owned the Swedish automaker Volvo from 1999 to 2010. In 2011, Ford discontinued the Mercury brand, under which it had marketed entry-level luxury cars in the United States, Canada, Mexico, and the Middle East since 1938.
Ford is the second-largest U.S.-based automaker (behind General Motors) and the fifth-largest in the world (behind Toyota, VW, Hyundai-Kia and General Motors) based on 2015 vehicle production. At the end of 2010, Ford was the fifth largest automaker in Europe. The company went public in 1956 but the Ford family, through special Class B shares, still retain 40 percent voting rights. During the financial crisis at the beginning of the 21st century, it was close to bankruptcy, but it has since returned to profitability. Ford was the eleventh-ranked overall American-based company in the 2018 Fortune 500 list, based on global revenues in 2017 of $156.7 billion. In 2008, Ford produced 5.532 million automobiles and employed about 213,000 employees at around 90 plants and facilities worldwide.

",2,1
321,fram,fram,"Fram (""Forward"") is a ship that was used in expeditions of the Arctic and Antarctic regions by the Norwegian explorers Fridtjof Nansen, Otto Sverdrup, Oscar Wisting, and Roald Amundsen between 1893 and 1912. It was designed and built by the Scottish-Norwegian shipwright Colin Archer for Fridtjof Nansen's 1893 Arctic expedition in which the plan was to freeze Fram  into the Arctic ice sheet and float with it over the North Pole.
Fram is said to have sailed farther north (85°57'N) and farther south (78°41'S) than any other wooden ship. Fram is preserved at the Fram Museum in Oslo, Norway.",2,1
322,fuso,fuso,"Fuso or Fusō may refer to:

Fusō is the Japanese pronunciation of the word Fusang (扶桑), an ancient naming for Japan.
Japanese ironclad Fusō, a ironclad warship of the Imperial Japanese Navy that fought in the Battle of Yalu River
Japanese battleship Fusō, lead ship of the Fusō class
Fusō-class battleship, a class of two battleships of the Imperial Japanese Navy that fought in World War II
Mitsubishi Fuso Truck and Bus Corporation (MFTBC), or one of the company's brands of truck
Mitsubishi Fuso Truck of America, Inc., a subsidiary of MFTBC
Fusō, Aichi, a town in Japan
A line of semi-custom bicycle frames made by Dave Moulton
The real world counterpart of Japan in the Strike Witches franchise, one of few countries spared from the Neuroi assault",2,1
339,haldex,haldex,"Haldex AB (originally Halda Fickurfabrik AB, then Svenska AB Bromsregulatorer, SAB), also known as Haldex Group, is a Swedish public company operating in the commercial vehicle industry. It is listed on the OMX Stockholm Stock Exchange (Mid Cap), and has an annual turnover of around 4.4 bn SEK.
Haldex focuses on brake products, air suspension systems and products to enhance safety for heavy vehicles. The Foundation Brake product line includes brake products for wheel ends such as disc brakes, brake adjusters for drum brakes and actuators. Air Controls comprises products that improve the safety and driving dynamics of the brake system, such as compressed air dryers, valves, ABS and EBS.",2,1
340,hankook,hankook,"Hankook Tire (; [haːnɡuk] 한국, 韓國 ""(South) Korea"", also known simply as Hankook and stylized наnкоок) is a South Korean tire manufacturer based in Seoul, South Korea. Hankook Tire is the 7th largest tire company in the world. In addition to Hankook brand, it also owns Laufenn, Aurora, and Kingstar tire brands.",2,1
376,isuzu,isuzu,"Isuzu Motors Ltd. (Japanese: いすゞ自動車株式会社, Hepburn: Isuzu Jidōsha Kabushiki-Kaisha, TYO: 7202), trading as Isuzu (Japanese pronunciation: [isɯzɯ], ), is a Japanese commercial vehicle and diesel engine manufacturing company headquartered in Tokyo.  Its principal activity is the production, marketing and sale of Isuzu commercial vehicles and diesel engines.
It also has a number of subsidiaries, including Anadolu Isuzu (a Turkish joint venture with Anadolu Group), Sollers-Isuzu (a Russian joint venture with Sollers JSC), SML Isuzu (an Indian venture formerly known as Swaraj Mazda), Jiangxi Isuzu Motors (a Chinese joint venture with Jiangling Motors Company Group), Isuzu Astra Motor Indonesia, Isuzu Malaysia (Isuzu HICOM), Isuzu UK, Isuzu South Africa, Isuzu Philippines, Taiwan Isuzu Motors, Isuzu Vietnam, Isuzu Motors India and BYD Isuzu.
Isuzu has assembly and manufacturing plants in Fujisawa, as well as in the Tochigi and Hokkaidō prefectures. Isuzu-branded vehicles are sold in most commercial markets worldwide. Isuzu's primary market focus is on commercial diesel-powered truck, buses and construction, while their Japanese competitor Yanmar focuses on commercial-level powerplants and generators.
By 2009, Isuzu had produced over 21 million diesel engines, which can be found in vehicles all over the world. Isuzu diesel engines are used by dozens of vehicle manufacturers, including General MotorsThe name Isuzu translates into English as ""fifty bells"".",2,1
378,iveco,iveco,"IVECO S.p.A., an acronym for Industrial Vehicles Corporation, is an Italian industrial vehicle manufacturing company based in Turin, Italy, and entirely controlled by CNH Industrial Group.  It designs and builds light, medium and heavy commercial vehicles, quarry/construction site vehicles, city and intercity buses and special vehicles for applications such as firefighting, off-road missions, the military and civil defence. The name Iveco first appeared in 1975 after a merger of Italian, French and German brands. Its production plants are in Europe, Brazil, Russia, Australia, Africa, Argentina and China, and it has approximately 5,000 points of sales and service in over 160 countries.  The worldwide output of the company amounts to around 150,000 commercial vehicles with a turnover of about €10,000,000,000.",2,1
402,kf,kf,"KF or Kf may refer to:
Businesses and brands:

Korea Foundation
Air Belgium, an airline based in Belgium (IATA code KF)
Blue1, a defunct airline based in Finland (IATA code KF)
Kettle Foods, a snack foods manufacturer
Kooperativa Förbundet, a cooperative Swedish retail chain
KrisFlyer, the frequent flyer program of Singapore Airlines
A member of the Mazda K engine familyGames:

Katamari Forever, a video game for the PlayStation 3
Killing Floor (2009 video game), a cooperative survival horror video gameScience and technology:

A member of the Mazda K engine family
Kalman Filter, in mathematics
Potassium fluoride, a chemical substance
Klein Flange, a quick release vacuum flange
Freezing-point depression constant, Kf
Karl Fischer titration
Stability constants of complexes, abbreviated as Kf (constant of formation)
Filtration coefficient.",2,1
